,Median of the Massdistribution in kDa,Sigma parameter of the Massdistribution,Volume fraction,Rate constant,beta,beta,beta,beta,alpha E,alpha E,alpha E,alpha E,alpha ES,alpha ES,alpha ES,alpha ES,alpha P,alpha P,alpha P,alpha P,alpha S,alpha S,alpha S,alpha S
,,,,,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value
22,31.9,0.825,0.5,k2_bwd,1.2464388920472886,1.2432761878848329,1.2496015962097444,0.0,0.004667554780231772,-0.0015202743541282687,0.010855383914591813,0.13927167639131613,0.002887002103562429,-0.0033008270307976102,0.009074831237922468,0.36043431441598817,0.003739503574709718,0.0018222847822753243,0.005656722367144111,0.0001326610489117287,0.0015014727991552526,-0.00041574599327914115,0.0034186915915896464,0.12477719517566617
23,31.9,0.825,0.5,k2_fwd,-2.259821984563829,-2.260629425014462,-2.2590145441131964,0.0,0.0031310574406502555,0.0015513005971245317,0.004710814284175979,0.00010312256703312848,0.0012952192562399045,-0.00028453758728582096,0.0028749760997656302,0.10805109934945582,-0.009573685025507435,-0.010063152242865822,-0.009084217808149048,3.703146950001859e-293,-0.009580335662219136,-0.010069802879577523,-0.00909086844486075,1.5819154773476426e-293
24,12.1,0.0,0.1,k1_bwd,-0.32699347003076057,-0.32721838606218945,-0.3267685539993317,0.0,-0.002360784032116191,-0.0027991449058954085,-0.0019224231583369737,7.236765785578564e-26,-0.0007940472066026057,-0.0012336612958731411,-0.0003544331173320701,0.0004014872363690034,-0.003954031041424901,-0.004090280220121151,-0.003817781862728651,0.0,-0.003950646164039377,-0.004086895342735627,-0.003814396985343127,0.0
25,12.1,0.0,0.1,k1_fwd,0.3173364856256555,0.31401064626046243,0.3206623249908485,0.0,0.002345121662072038,-0.004272523080362326,0.008962766404506401,0.4872806390566302,-0.0008429121488601628,-0.007051664349754606,0.00536584005203428,0.7901445438426502,0.0014048417950272337,-0.000562474279897124,0.0033721578699515914,0.16160851840489104,0.0030407230255710027,0.0009045609321919894,0.005176885118950016,0.005278357922349151
26,12.1,0.0,0.1,k2_bwd,0.31777998405409125,0.31369303417192956,0.32186693393625293,0.0,0.0037815758611033194,-0.0042145395681286325,0.011777691290335271,0.3539192547748441,0.00235536977106586,-0.005640745658166104,0.010351485200297824,0.5636660036774188,0.001797130911943233,-0.0006803619913871722,0.0042746238152736385,0.15508051395521813,0.0007164822680040029,-0.0017610106353264014,0.0031939751713344075,0.5707935388111343
27,12.1,0.0,0.1,k2_fwd,-0.32699019453465367,-0.3272151552681683,-0.32676523380113903,0.0,-0.002352149865579329,-0.0027906048283093386,-0.0019136949028493195,1.1101458181345306e-25,-0.0007859441515819386,-0.001225647760422682,-0.0003462405427411954,0.00046124857317124363,-0.0039523552942091235,-0.004088631838587483,-0.0038160787498307635,0.0,-0.003948938459795752,-0.004085215004174111,-0.003812661915417392,0.0
28,12.1,0.0,0.2,k1_bwd,-0.8159941507671722,-0.8163940134910135,-0.8155942880433309,0.0,-0.009435445550539344,-0.010226309513065933,-0.008644581588012755,1.0539129707540705e-116,-0.01061973562343443,-0.011415417729156515,-0.009824053517712346,2.724501856602875e-144,-0.005671138869239112,-0.005915062280283977,-0.005427215458194247,0.0,-0.005669262703112101,-0.005913186114156966,-0.005425339292067236,0.0
29,12.1,0.0,0.2,k1_fwd,0.6136652782600308,0.6099431690796966,0.617387387440365,0.0,0.010241697145518716,0.0020545527987026434,0.01842884149233479,0.014221010744742824,0.0012944699537022902,-0.006238113632798682,0.008827053540203262,0.7362211373112493,0.0008997922853854299,-0.0013941714201983837,0.0031937559909692437,0.44197117688337184,0.0032517391960899325,0.0009534261469594588,0.005550052245220406,0.005559945539568761
30,12.1,0.0,0.2,k2_bwd,0.610049049006087,0.6060622750658344,0.6140358229463396,0.0,0.0005485851527909395,-0.007251536095491402,0.008348706401073281,0.8903486836636696,-0.0016312400287480733,-0.00943136127703041,0.006168881219534263,0.6818506101911159,0.004156533578475927,0.001739766936127399,0.006573300220824456,0.0007516240632114996,-0.000687630186547074,-0.003104396828895604,0.001729136455801456,0.5770314676743242
31,12.1,0.0,0.2,k2_fwd,-0.8159873521510512,-0.816387368652888,-0.8155873356492145,0.0,-0.009422461023237759,-0.010213650332730645,-0.008631271713744873,2.618315515041272e-116,-0.010601053142774843,-0.011397074704750014,-0.009805031580799673,1.0699576479459964e-143,-0.005669394208262535,-0.005913415263644862,-0.005425373152880208,0.0,-0.005667412109051879,-0.005911433164434206,-0.005423391053669552,0.0
32,12.1,0.0,0.3,k1_bwd,-1.599766645952074,-1.6003080005153514,-1.5992252913887968,0.0,0.0125556943916211,0.011496534455503155,0.013614854327739043,2.7045239028210574e-115,0.01668172499597617,0.015622565059858227,0.017740884932094116,8.175573833520919e-197,-0.008378418642184169,-0.008706585643829885,-0.008050251640538453,0.0,-0.008392167837415199,-0.008720334839060914,-0.008064000835769483,0.0
33,12.1,0.0,0.3,k1_fwd,0.9400470856353399,0.9365440944595186,0.9435500768111612,0.0,0.006141411552074013,-0.0007121889561448299,0.012995012060292854,0.07903023746348764,0.0036962982718950176,-0.0031573022363238293,0.010549898780113864,0.2904428008269996,0.0034906900147982254,0.0013671905766460693,0.0056141894529503815,0.0012768104400878557,0.0066995538248841675,0.0045760543867320105,0.008823053263036324,6.56101184393569e-10
34,12.1,0.0,0.3,k2_bwd,0.9396221978236314,0.9359806572964419,0.943263738350821,0.0,0.009671569221193521,0.0025468969753394384,0.016796241467047605,0.007806923714489565,0.0020945535140624062,-0.005030118731791681,0.009219225759916494,0.5644318379044007,0.0076238720118526684,0.005416384503214485,0.009831359520490853,1.3866520932266221e-11,8.539570847498207e-05,-0.0021220918001632026,0.0022928832171131668,0.9395540706805703
35,12.1,0.0,0.3,k2_fwd,-1.5997566172011168,-1.6002979651239364,-1.5992152692782973,0.0,0.012575431589021632,0.011516284644956333,0.01363457853308693,1.2170673635885456e-115,0.0167087891987865,0.0156496422547212,0.017767936142851798,2.0563239322399907e-197,-0.008375887024428035,-0.008704050000654343,-0.008047724048201726,0.0,-0.00838948467902151,-0.008717647655247818,-0.008061321702795202,0.0
36,12.1,0.0,0.4,k1_bwd,-2.778289324427468,-2.778926058058615,-2.777652590796321,0.0,-0.0027796138416716805,-0.00402538287704681,-0.0015338448062965507,1.237548174038451e-05,-0.014567906629111269,-0.0158136756644864,-0.01332213759373614,2.3775168058344707e-112,-0.01092520998741317,-0.011311195403912731,-0.01053922457091361,0.0,-0.010927390137970387,-0.011313375554469946,-0.010541404721470828,0.0
37,12.1,0.0,0.4,k1_fwd,1.1638329635967621,1.1610875083015257,1.1665784188919985,0.0,0.011414161219821181,0.006042679288436477,0.016785643151205884,3.142190131487369e-05,0.005467293435941707,9.581150455699114e-05,0.010838775367326423,0.046052201747826454,0.002363478006133294,0.000699193831754966,0.004027762180511622,0.005385798030751547,0.0039401375608949995,0.0022758533865166724,0.005604421735273327,3.529268779528297e-06
38,12.1,0.0,0.4,k2_bwd,1.1635736640179202,1.1609220297577216,1.1662252982781187,0.0,0.0013685648851568524,-0.0038193562374382126,0.006556486007751917,0.6050873061802975,-0.0014728453652116565,-0.006660766487806717,0.0037150757573834042,0.5778696616077503,0.0022758792658734575,0.0006684690329896972,0.0038832894987572177,0.005525585459325662,-0.0002076862807803637,-0.001815096513664124,0.0013997239521033966,0.8000588007075627
39,12.1,0.0,0.4,k2_fwd,-2.7782657554143113,-2.778903090589146,-2.7776284202394765,0.0,-0.002777724897620546,-0.004024670852923911,-0.0015307789423171813,1.2783285502664275e-05,-0.014593386214499768,-0.015840332169803132,-0.013346440259196405,1.602139406736212e-112,-0.010912095630632727,-0.011298445700543783,-0.01052574556072167,0.0,-0.010914081739981651,-0.011300431809892708,-0.010527731670070595,0.0
40,12.1,0.0,0.5,k1_bwd,-3.6852083418101307,-3.6859055460260763,-3.684511137594185,0.0,0.00876125524013728,0.007397175535420926,0.010125334944853636,5.624622961922769e-36,0.0022803055424056515,0.0009162258376892967,0.003644385247122006,0.001054157162140962,-0.010767947412993133,-0.011190589859556265,-0.01034530496643,0.0,-0.01074672075790923,-0.011169363204472363,-0.010324078311346097,0.0
41,12.1,0.0,0.5,k1_fwd,1.2166863322911219,1.2141558918320194,1.2192167727502243,0.0,0.004503779780831553,-0.00044702572967777326,0.00945458529134088,0.07458102348606235,-0.00021324769415634673,-0.005164053204665677,0.004737557816352983,0.932711938854478,0.0013629730170100357,-0.00017097001152801931,0.0028969160455480907,0.08158565668055918,0.004047260593961899,0.0025133175654238455,0.0055812036224999525,2.37567443192392e-07
42,12.1,0.0,0.5,k2_bwd,1.21902082059392,1.216494639598753,1.2215470015890868,0.0,-0.0017632214628369343,-0.006705693334256604,0.003179250408582735,0.4843673947637581,0.0001688148033819406,-0.004773657068037721,0.005111286674801602,0.9466189281137701,0.0020542345731686795,0.0005228736148728895,0.0035855955314644692,0.008566043313257547,0.001040571442625867,-0.0004907895156699221,0.002571932400921656,0.18289141682470472
43,12.1,0.0,0.5,k2_fwd,-3.68521360632247,-3.685909622130659,-3.684517590514281,0.0,0.008743840323028114,0.007382085737502034,0.010105594908554193,5.879270983864848e-36,0.0022889199156931606,0.0009271653301670792,0.003650674501219242,0.0009890103283472782,-0.01075888230121648,-0.011180804339683421,-0.010336960262749538,0.0,-0.010737609560801331,-0.011159531599268272,-0.01031568752233439,0.0
44,21.1,0.0,0.1,k1_bwd,-0.2110005376458129,-0.2111694815518967,-0.2108315937397291,0.0,0.0022462220069409235,0.0019149249913238092,0.002577519022558038,7.586160788550762e-40,0.0022953314153278392,0.001964034399710725,0.0026266284309449535,1.6456764100086512e-41,-0.003862322595220005,-0.00396483075097764,-0.00375981443946237,0.0,-0.0038635207067125588,-0.00396603881022609,-0.0037610026031990275,0.0
45,21.1,0.0,0.1,k1_fwd,0.28562099678782604,0.28252127223037904,0.28872072134527305,0.0,0.01297548204118954,0.005843333689813121,0.02010763039256596,0.00036431731047103534,0.003979788515238187,-0.001933967287064211,0.009893544317540585,0.1871374080595388,0.0016205313642902643,-0.00021637874309954406,0.003457441471680073,0.08378392524335046,0.004801025767763334,0.0027680352213329657,0.006834016314193702,3.731903309740802e-06
46,21.1,0.0,0.1,k2_bwd,0.28656340954506127,0.28354730612372503,0.2895795129663975,0.0,0.016373251953876806,0.009046415836435052,0.02370008807131856,1.1998192165089033e-05,0.005762378639277801,-0.00024929939856876797,0.01177405667712437,0.06028465013186513,0.005513200745688165,0.003569552973843407,0.007456848517532923,2.7867991321968852e-08,0.0016685916435347258,-0.00014377165217615943,0.003480954939245611,0.07114987901241421
47,21.1,0.0,0.1,k2_fwd,-0.21099995012415756,-0.21116876556635042,-0.2108311346819647,0.0,0.002249586287984673,0.0019185069933948759,0.0025806655825744702,5.217228586113469e-40,0.0022984446735775793,0.0019673653789877817,0.002629523968167377,1.1426923737856597e-41,-0.0038628950073766443,-0.003965337779117827,-0.0037604522356354617,0.0,-0.003864558685811533,-0.003967001457552716,-0.0037621159140703506,0.0
48,21.1,0.0,0.2,k1_bwd,-0.5308095754857467,-0.5311039181291348,-0.5305152328423586,0.0,0.008234559095755881,0.007637269389749287,0.008831848801762476,2.216221695402139e-153,0.026718997010383393,0.026060066831138734,0.027377927189628053,0.0,-0.005150829672624822,-0.00533340794316629,-0.004968251402083354,0.0,-0.0051592793947092645,-0.005341857665250733,-0.004976701124167796,0.0
49,21.1,0.0,0.2,k1_fwd,0.5487253256336693,0.5446283611932551,0.5528222900740835,0.0,-0.004919031411167237,-0.012934740318682313,0.0030966774963478378,0.22902368562938125,-0.0020713352720946755,-0.010087044179609752,0.005944373635420401,0.6124806928678002,-0.0006714580334760151,-0.003155021722530764,0.0018121056555787337,0.5961382736359786,0.004111746096122047,0.0016281824070672976,0.006595309785176797,0.0011780623922677763
50,21.1,0.0,0.2,k2_bwd,0.5437297191795044,0.5401812794608688,0.54727815889814,0.0,-0.0032726895038810502,-0.010018979133898058,0.003473600126135958,0.3416586478040966,-0.01000868779828303,-0.01605832413247,-0.003959051464096061,0.0011874517576462346,0.007836259264767352,0.005733069646159839,0.009939448883374866,3.093547360727948e-13,0.0010596503930580424,-0.0009458752781848559,0.0030651760643009406,0.30035351469196797
51,21.1,0.0,0.2,k2_fwd,-0.5308108770369862,-0.531105222939864,-0.5305165311341083,0.0,0.008238038803136146,0.007640764888123741,0.00883531271814855,1.6442223843787962e-153,0.026723729747268495,0.026064874607253548,0.027382584887283443,0.0,-0.005150907970424227,-0.005333485375476813,-0.004968330565371641,0.0,-0.005159287178942025,-0.0053418645839946105,-0.004976709773889439,0.0
52,21.1,0.0,0.3,k1_bwd,-1.038635365891498,-1.0391471918381838,-1.038123539944812,0.0,0.018610242593153997,0.01759503475401793,0.019625450432290064,1.705823782041209e-260,0.018802053496802956,0.017786802558001354,0.019817304435604557,2.095473008550991e-265,-0.007875187021592246,-0.008186581736436285,-0.007563792306748207,0.0,-0.007900610252086817,-0.008212004966930857,-0.007589215537242779,0.0
53,21.1,0.0,0.3,k1_fwd,0.8567197063637744,0.8528026912193899,0.8606367215081588,0.0,0.006400793598326263,-0.0012628446002370718,0.014064431796889598,0.10161821966477536,-0.0005437111768401711,-0.008207349375403504,0.007119927021723161,0.8893936012411712,0.0006460861699715652,-0.0017283929653873157,0.003020565305330446,0.5937820606165747,0.006931116998446542,0.004556637863087662,0.009305596133805421,1.0939101850055758e-08
54,21.1,0.0,0.3,k2_bwd,0.8622640565788465,0.8587156758161187,0.8658124373415743,0.0,0.01613913977120774,0.00863051123971512,0.02364776830270036,2.5450969840297137e-05,0.013587543420205163,0.006489187302812941,0.020685899537597384,0.00017654513594649507,0.004061035938116235,0.0018714081449140215,0.0062506637313184486,0.00027915041436946103,-0.0019204252324478322,-0.004094674634222074,0.0002538241693264094,0.08341504889228825
55,21.1,0.0,0.3,k2_fwd,-1.0386367818587683,-1.039148644272044,-1.0381249194454927,0.0,0.018603918094177014,0.01758873330875938,0.019619102879594646,2.416075771099761e-260,0.018791206300702343,0.017775978800974885,0.0198064338004298,3.889366428907236e-265,-0.007875836802438876,-0.008187245899287272,-0.00756442770559048,0.0,-0.007901217966350339,-0.008212627063198735,-0.007589808869501942,0.0
56,21.1,0.0,0.4,k1_bwd,-1.9125041194241688,-1.9130386589415187,-1.9119695799068188,0.0,0.0004407335958688209,-0.0006050927062525183,0.00148655989799016,0.40876986030281426,-0.00529365301155117,-0.006339479313672511,-0.00424782670942983,4.6572849052207736e-23,-0.011308391123672518,-0.011632426871349409,-0.010984355375995626,0.0,-0.01128521672911804,-0.01160925247679493,-0.010961180981441148,0.0
57,21.1,0.0,0.4,k1_fwd,1.1712814867520427,1.1680635156057488,1.1744994578983365,0.0,0.008865655545048942,0.002569696584060966,0.015161614506036918,0.005787817520177758,0.0006829673974983949,-0.0056129915634895704,0.00697892635848636,0.8316086114089233,-0.001878671912700267,-0.0038293933328143086,7.204950741377444e-05,0.059080859781695944,0.00484816132547186,0.0028974399053578177,0.006798882745585901,1.1284000087275e-06
58,21.1,0.0,0.4,k2_bwd,1.1747209012405047,1.1715479968548812,1.177893805626128,0.0,0.01415670724162529,0.007948921375667516,0.020364493107583065,7.925774093273108e-06,0.00423440334382991,-0.0019733825221278636,0.010442189209787685,0.18121982925008917,0.0035455039257162825,0.0016221017982181738,0.005468906053214391,0.00030412706338480523,-0.001154210936605728,-0.0030776130641038376,0.0007691911908923816,0.2394947908510341
59,21.1,0.0,0.4,k2_fwd,-1.912497941525951,-1.9130322200534065,-1.9119636629984957,0.0,0.0004510416734916003,-0.0005942740020298144,0.001496357349013015,0.3976684410651472,-0.005293718874176616,-0.0063390345496980305,-0.004248403198655201,4.4338785446334486e-23,-0.011306494666043696,-0.011630372202675642,-0.01098261712941175,0.0,-0.011283706582333929,-0.011607584118965874,-0.010959829045701983,0.0
60,21.1,0.0,0.5,k1_bwd,-2.870029488400161,-2.8706273825248427,-2.869431594275479,0.0,-0.002421910485860452,-0.0035916900459869935,-0.00125213092573391,4.988795038023172e-05,0.006821300022317095,0.00565152046219055,0.00799107958244364,5.270726364582457e-30,-0.012799543267921694,-0.013161984328749756,-0.01243710220709363,0.0,-0.01279272086466667,-0.013155161925494733,-0.012430279803838607,0.0
61,21.1,0.0,0.5,k1_fwd,1.3299187387537996,1.3273290482160691,1.3325084292915301,0.0,0.0016632431193776206,-0.0034034851407523103,0.006729971379507552,0.5199201395191195,-0.0005868304126139048,-0.005653558672743838,0.004479897847516028,0.8203978407031507,-0.0008625158070473373,-0.002432375999621028,0.0007073443855263534,0.2815041466356649,0.002924994175910852,0.0013551339833371622,0.004494854368484542,0.000261573106707781
62,21.1,0.0,0.5,k2_bwd,1.332285331865771,1.3296740714413526,1.3348965922901894,0.0,0.008637758745219142,0.003528829012420245,0.013746688478018038,0.0009232251420988859,0.001818291696347854,-0.0032906380364510516,0.00692722142914676,0.4854020108165924,0.002553654283185492,0.000970718510353762,0.004136590056017221,0.0015710793247345675,-0.0008043244261573433,-0.002387260198989073,0.0007786113466743863,0.3192510492314879
63,21.1,0.0,0.5,k2_fwd,-2.869996359392791,-2.870594170179852,-2.86939854860573,0.0,-0.0023861649008194152,-0.0035557814109321755,-0.001216548390706655,6.41751979087179e-05,0.0068724211770574,0.005702804666944638,0.008042037687170163,1.956508773781069e-30,-0.01279951514027404,-0.013161905682165052,-0.012437124598383028,0.0,-0.012792908504392252,-0.013155299046283264,-0.01243051796250124,0.0
