,Median of the Massdistribution in kDa,Sigma parameter of the Massdistribution,Volume fraction,Rate constant,beta,beta,beta,beta,alpha E,alpha E,alpha E,alpha E,alpha ES,alpha ES,alpha ES,alpha ES,alpha P,alpha P,alpha P,alpha P,alpha S,alpha S,alpha S,alpha S
,,,,,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value,Estimate,0.025,0.975,p-value
64,36.8,0.0,0.1,k1_bwd,-0.14918944352984725,-0.1493589920905713,-0.1490198949691232,0.0,-0.00181374381481458,-0.002144193433875192,-0.0014832941957539682,9.115545869824319e-27,-0.0032251303835595293,-0.0035557573492096648,-0.002894503417909394,2.8535065357354634e-79,-0.0038892438970641757,-0.003990294633313264,-0.003788193160815088,0.0,-0.0040372300114604265,-0.0041375539400560005,-0.0039369060828648526,0.0
65,36.8,0.0,0.1,k1_fwd,0.26153416347553854,0.25792519292861543,0.26514313402246165,0.0,0.0054527146892026064,-0.0028186754419526902,0.013724104820357904,0.19629799425050548,0.001069019198888238,-0.0059019249419412344,0.00803996333971771,0.7637100785137416,-0.0020984197780042177,-0.004232494932762357,3.5655376753921785e-05,0.05395130102958656,0.003966579419359583,0.0017871613779046418,0.006145997460814524,0.0003625982595294081
66,36.8,0.0,0.1,k2_bwd,0.2649826222327299,0.26162837049066373,0.26833687397479605,0.0,0.011842646554523783,0.003980143194401882,0.019705149914645684,0.003161721515708077,0.006364586003561233,-0.0003954352601296023,0.013124607267252068,0.06498726863143851,0.004003513769638519,0.0018377938637609607,0.006169233675516077,0.00029253981426442604,9.037829532661159e-05,-0.001890389405642517,0.0020711459962957403,0.9287300724657377
67,36.8,0.0,0.1,k2_fwd,-0.14919005778820066,-0.14935960613757873,-0.14902050943882258,0.0,-0.001813290313333074,-0.0021437399500056895,-0.0014828406766604586,9.380644056844818e-27,-0.003223589854852291,-0.0035542202687380807,-0.0028929594409665017,3.3791428684325586e-79,-0.003889648815989362,-0.003990701556909505,-0.003788596075069219,0.0,-0.004038167450358388,-0.004138495071271696,-0.003937839829445081,0.0
68,36.8,0.0,0.2,k1_bwd,-0.3539334463311202,-0.3541813654966011,-0.35368552716563934,0.0,-0.0003577356610810732,-0.000842787849810316,0.00012731652764816955,0.14828958716568424,-0.0026654722820585158,-0.003151786125565755,-0.0021791584385512765,9.990381994707513e-27,-0.005056157488097763,-0.005206508400461001,-0.0049058065757345256,0.0,-0.005056111822552152,-0.005206462734915389,-0.004905760910188914,0.0
69,36.8,0.0,0.2,k1_fwd,0.4962937923372529,0.4926456265528693,0.4999419581216365,0.0,0.008026423747570906,0.0001549094781691969,0.015897938016972615,0.045659758638094024,0.00547155660615372,-0.0018621982567731815,0.012805311469080621,0.14363918871738168,-0.001341548505629813,-0.0035892208806246563,0.0009061238693650305,0.2420308283574312,0.0036601094586797512,0.0013953049807323326,0.00592491393662717,0.0015413175689091487
70,36.8,0.0,0.2,k2_bwd,0.49025315857787427,0.48690207463078566,0.4936042425249629,0.0,0.000656577739033367,-0.005777091605650002,0.007090247083716736,0.8414437775987225,-0.000847031766036771,-0.007096446147037033,0.0054023826149634906,0.7904829302773322,0.00814959324505863,0.005969473468881756,0.010329713021235504,2.5904060313324345e-13,0.002130515196717162,0.00016844465117010418,0.00409258574226422,0.033322365044147574
71,36.8,0.0,0.2,k2_fwd,-0.3539298180912368,-0.3541776701927489,-0.35368196598972473,0.0,-0.00035390703038998034,-0.0008388294716172857,0.0001310154108373251,0.15256988823021572,-0.0026613968475181016,-0.0031475438294805394,-0.002175249865555664,1.1444395222699384e-26,-0.00505458244378699,-0.005204890846630098,-0.004904274040943882,0.0,-0.0050545779911416394,-0.005204886393984747,-0.004904269588298532,0.0
72,36.8,0.0,0.3,k1_bwd,-0.6991718529722049,-0.6995609566124896,-0.6987827493319201,0.0,0.0020470337281603837,0.0012855464517385964,0.002808521004582171,1.405958821957303e-07,0.0003457924233492759,-0.0004155122281102217,0.0011070970748087736,0.3732892488577326,-0.007030602233588918,-0.007266385919394018,-0.006794818547783818,0.0,-0.007033746074739359,-0.007269529760544458,-0.00679796238893426,0.0
73,36.8,0.0,0.3,k1_fwd,0.7677976590277518,0.7639437347740291,0.7716515832814744,0.0,0.017997810219506884,0.009832885628095122,0.026162734810918645,1.573627431006082e-05,0.007623342306422976,-8.052996815461136e-05,0.015327214581000564,0.05244274189991897,-0.007180605503544834,-0.009560753022051637,-0.004800457985038032,3.4910284376481086e-09,-0.0005381980151812192,-0.00290604511046674,0.0018296490801043013,0.6559265006038743
74,36.8,0.0,0.3,k2_bwd,0.7683440804805065,0.7642996279830485,0.7723885329779645,0.0,0.01597277639106706,0.008059807074052806,0.023885745708081316,7.663193819299967e-05,0.01234806983491244,0.004435100517898177,0.020261039151926702,0.002228820043731847,0.00374466502149683,0.0012929338652024635,0.0061963961777911965,0.0027621714363920556,-0.0009370764288620446,-0.00338880758515641,0.0015146547274323208,0.4537352325875479
75,36.8,0.0,0.3,k2_fwd,-0.6991752723991356,-0.6995645865755973,-0.6987859582226739,0.0,0.0020433854745781615,0.0012814817532449925,0.0028052891959113304,1.5026339226384184e-07,0.0003426919682277111,-0.0004190248249947517,0.001104408761450174,0.3778475685097651,-0.0070313497076355,-0.007267259000694499,-0.0067954404145765005,0.0,-0.007034606537226365,-0.007270515830285364,-0.006798697244167365,0.0
76,36.8,0.0,0.4,k1_bwd,-1.3139202382160868,-1.3143885437946994,-1.3134519326374743,0.0,-0.004281635785774217,-0.005199946463396482,-0.003363325108151952,7.97485790656849e-20,-0.00990136761388017,-0.010826478392890913,-0.008976256834869427,6.04925359808808e-95,-0.0099462002724192,-0.010231193654066826,-0.009661206890771575,0.0,-0.009940693479718647,-0.010225686861366273,-0.009655700098071021,0.0
77,36.8,0.0,0.4,k1_fwd,1.068893831495178,1.0651097368885156,1.0726779261018402,0.0,0.015775252018211384,0.008371672786160383,0.023178831250262384,2.9894768441118055e-05,0.006270841245828845,-0.001132737986222162,0.013674420477879853,0.09688349860849273,-0.0015999299559998556,-0.003893833185509959,0.0006939732735102479,0.17159091927370754,0.004119444272262138,0.001825541042752035,0.006413347501772242,0.00043363922966856735
78,36.8,0.0,0.4,k2_bwd,1.0703791984006361,1.0665119955943567,1.0742464012069155,0.0,0.01577241515499248,0.008206234771369902,0.023338595538615056,4.428049098233971e-05,0.009007443368655981,0.0014412629850334008,0.01657362375227856,0.01963847140223696,0.007283645130856571,0.004939362038442132,0.00962792822327101,1.1821672848309072e-09,0.0012540632374390352,-0.0010902198549754042,0.0035983463298534745,0.2943750528709905
79,36.8,0.0,0.4,k2_fwd,-1.3139163111757193,-1.3143845573861457,-1.3134480649652929,0.0,-0.004274230179681569,-0.005192444224174356,-0.0033560161351887815,9.133336164671912e-20,-0.009892168822642801,-0.01081724667940961,-0.008967090965875993,8.771630823152471e-95,-0.009950239175030288,-0.010235207069060235,-0.009665271281000342,0.0,-0.009944810380124227,-0.010229778274154173,-0.009659842486094281,0.0
80,36.8,0.0,0.5,k1_bwd,-2.5460681129547016,-2.5466171382273943,-2.545519087682009,0.0,0.0006359406090320971,-0.0004413564121017754,0.0017132376301659696,0.24723621816572566,0.0026257025788967063,0.0015507842245448644,0.0037006209332485483,1.714414852884331e-06,-0.011355738957892556,-0.011689080603248438,-0.011022397312536673,0.0,-0.011344738246287213,-0.011678079891643095,-0.01101139660093133,0.0
81,36.8,0.0,0.5,k1_fwd,1.318674366295913,1.315944582640153,1.321404149951673,0.0,0.009902415259981638,0.004546035605058928,0.01525879491490435,0.0002920436040970784,0.00027818792145016145,-0.0050663648722567844,0.0056227407151571065,0.9187320581002411,0.0009336275266478208,-0.0007237653485719001,0.0025910204018675417,0.26951996382159626,0.005101951453320353,0.003444558578100632,0.006759344328540074,1.6742544442327084e-09
82,36.8,0.0,0.5,k2_bwd,1.3232189210005048,1.3204072054195473,1.3260306365814623,0.0,0.008729487518731772,0.0032123410952447995,0.014246633942218746,0.001931737794342943,0.0046124643256925685,-0.0008925002643058707,0.010117428915691007,0.10053475614817908,0.0009280780063923714,-0.0007790599791362574,0.002635215991921,0.28659324266884784,0.0003058250608018926,-0.0014013129247267358,0.002012963046330521,0.7254664838269431
83,36.8,0.0,0.5,k2_fwd,-2.546071882616838,-2.5466203119866493,-2.5455234532470263,0.0,0.0006693803132304457,-0.0004067474276699223,0.0017455080541308138,0.2227497419992189,0.0027046301487274943,0.001630878492843873,0.0037783818046111155,8.081223605491693e-07,-0.011354767672554816,-0.011687747514443991,-0.01102178783066564,0.0,-0.011342785401400496,-0.01167576524328967,-0.01100980555951132,0.0
